female.id,delta_80,delta_79,delta_69,delta_68,delta_67,delta_57,delta_58,delta_46,delta_35,delta_56,delta_45,delta_24,delta_47,delta_14,delta_34,delta_23,delta_36,delta_3,delta_1,delta_70,delta_13,delta_81,delta_78,delta_25,delta_12,delta_59,delta_2,delta_17,delta_18,delta_28,delta_75,delta_64,delta_50,delta_39,delta_7,delta_73,mfcc_28,mfcc_54,mfcc_30,delta_51,delta_40,delta_62,delta_29,delta_31,mfcc_33
SAFCHIL_01,-870.3021717,-1178.870684,-847.6415679,-1170.384328,-1332.531106,-1185.158907,-860.2438776,-1185.402014,-1221.022588,-1345.64696,-1369.057732,-1214.444382,-878.0037252,-927.0486845,-1370.244908,-1342.330304,-899.9709217,-911.0789216,-1246.304907,-447.5503231,-1161.129384,-437.2044578,-1317.134163,-940.8667968,-1295.044324,-432.7155411,-1137.322029,51.51753048,118.861039,134.010558,-37.58895267,-35.63489929,152.3389926,147.0996734,83.57549766,34.2989427,-6.625953546,10.79674343,3.256223046,71.35577983,116.8438782,56.62411653,177.1546953,105.3766092,7.21981763
SAFCHIL_01,-855.1409285,-1144.122724,-869.633909,-1178.144186,-1324.75266,-1190.782265,-880.5659499,-1209.402279,-1231.121278,-1352.04531,-1368.017108,-1224.157142,-880.2004203,-921.5177989,-1373.194323,-1348.38674,-902.7727501,-915.5543844,-1278.477253,-480.3272877,-1168.75528,-464.336624,-1279.793418,-949.9719967,-1291.641102,-484.2478286,-1160.000717,82.81390537,104.4795612,132.244973,-0.848604349,-38.99614704,150.3426278,142.5109869,87.55457389,13.58479738,-6.392791788,7.506372486,10.86741457,37.86874543,76.57667569,7.417723694,121.1885144,21.43213639,-0.582018871
SAFCHIL_01,-843.6107333,-1114.77301,-852.2777593,-1159.839839,-1311.400052,-1159.979897,-852.6321692,-1158.806156,-1192.727197,-1341.889251,-1334.239463,-1170.541067,-841.8743267,-915.4133543,-1365.148982,-1328.818488,-909.0583377,-919.4485688,-1281.893878,-444.3653847,-1159.959512,-434.6332303,-1243.044096,-933.2957082,-1282.105385,-446.3554643,-1153.683643,76.0162089,102.6310739,119.9487199,-12.91944656,-23.45422543,137.9914202,135.6866353,80.76656831,30.33225589,1.396478483,4.829824834,12.10168892,41.62668429,111.0368189,29.34367866,135.7616663,49.4170485,1.221892293
SAFCHIL_01,-859.9696931,-1161.804054,-869.6143843,-1150.545003,-1318.148207,-1171.048443,-859.8380353,-1173.320942,-1212.571713,-1335.462344,-1338.232375,-1186.184131,-869.3564452,-935.0431053,-1361.624864,-1303.620951,-904.6407123,-919.5862155,-1278.114497,-450.6157439,-1177.471796,-434.0924556,-1307.93778,-923.9158876,-1317.499197,-443.095543,-1170.721412,69.20185768,97.633623,98.65874456,-20.01414826,-13.45382207,134.9006515,141.2458779,76.10684497,36.59601605,-7.66254484,3.903736415,1.537837776,70.86670135,128.2272906,32.18680641,128.7821766,54.59528198,0.640511836
SAFCHIL_01,-847.0237577,-1127.596939,-839.6413451,-1130.07244,-1292.067425,-1164.4961,-858.1314683,-1189.838589,-1230.842232,-1330.023593,-1353.164053,-1200.160906,-870.2976243,-955.9098749,-1376.671459,-1328.137381,-903.2941715,-920.412321,-1236.252254,-462.3221143,-1194.719658,-448.6784969,-1275.044756,-946.3916968,-1333.569194,-466.0066163,-1141.923794,88.93659298,104.4576419,112.4098378,-36.95013332,-52.94019007,134.9306041,141.9125588,59.30397009,7.421184562,-5.255306877,8.195853387,2.959205146,47.17177339,101.3885097,3.613772098,140.4678579,65.45883964,3.055922293
SAFCHIL_01,-833.3839947,-1124.74276,-850.972778,-1173.151291,-1334.384108,-1173.14231,-862.7868079,-1217.102417,-1254.53577,-1342.839514,-1375.327451,-1213.193938,-889.6976518,-927.3097453,-1397.309908,-1360.800898,-916.6959416,-898.2446991,-1237.415076,-454.7321351,-1170.850736,-427.1636778,-1250.737071,-947.2276557,-1314.6377,-468.3924341,-1137.718062,101.5176274,149.5938518,133.4807398,-17.88112816,19.28187885,156.6324318,155.8032753,98.65224112,48.24138918,-2.896083017,9.553791981,3.369206767,98.79310435,153.2586601,64.74182829,178.4238869,124.0032818,7.678524463
SAFCHIL_01,-848.175499,-1149.554203,-844.6665398,-1151.450079,-1289.371184,-1164.906555,-851.336783,-1176.190985,-1201.491971,-1335.484909,-1339.27543,-1212.291667,-855.8676144,-926.5583151,-1349.488913,-1342.713354,-884.1297435,-949.5497647,-1331.412158,-454.6262139,-1173.744331,-441.5461038,-1266.386061,-926.607374,-1302.546944,-475.9607267,-1170.731742,101.9433416,130.3899121,153.400713,8.315078139,-46.64843256,146.0440756,163.5241118,114.3154046,42.75257032,-6.677542147,7.131112186,5.528664879,45.3217161,94.70560243,24.71379561,150.8730099,62.23274223,2.283328686
SAFCHIL_01,-852.8928851,-1151.870663,-843.0823284,-1161.730558,-1323.553096,-1152.255208,-838.7280381,-1160.748182,-1217.013731,-1311.128912,-1317.574728,-1193.331174,-857.5682884,-924.7990467,-1370.654057,-1331.883844,-890.5013501,-903.8078503,-1275.857147,-440.7378672,-1186.916384,-447.6184783,-1278.917419,-933.2199121,-1328.884866,-442.9747049,-1158.820015,107.6309602,142.3120097,145.6759152,-35.16457561,-44.18480243,150.751978,171.9791559,119.6783954,35.76080077,-3.636431142,10.29310525,5.750523085,81.59220053,140.0201187,55.49714709,162.9381147,52.83960972,1.987468461
SAFCHIL_01,-867.9265294,-1178.922354,-861.4176492,-1190.138715,-1328.948038,-1190.914054,-864.7376635,-1205.661478,-1227.73414,-1368.679073,-1376.2383,-1221.442568,-874.2915142,-962.2719966,-1400.153476,-1356.119736,-911.465542,-952.6638299,-1333.692978,-443.3748735,-1198.918488,-429.6143177,-1310.392222,-947.0372687,-1342.019529,-453.0082915,-1207.598475,92.10285922,146.1960688,185.2705777,-17.07977925,-11.49531502,200.8722165,198.2479049,135.3086835,68.90963031,-6.843227245,11.84152904,6.617956348,109.571689,149.4325213,78.80027786,201.9814311,96.10904186,5.000780936
SAFCRIP_01,-912.3770437,-1205.989962,-923.8962701,-1252.342,-1414.399032,-1244.57091,-906.1712942,-1243.970302,-1209.107877,-1425.103165,-1411.669574,-1199.358227,-901.399149,-940.5553098,-1369.67197,-1357.668137,-903.3591713,-931.9475935,-1302.899303,-504.1792707,-1205.426704,-514.0853119,-1369.605566,-894.8862956,-1329.567733,-496.9196819,-1187.305456,77.87426414,99.1960482,94.13305353,-23.73917741,-70.94778207,57.90518458,69.33370846,71.53086172,-33.00746213,2.263497352,-1.561330168,7.288963885,-14.32358087,21.60100021,-37.20039522,69.88626957,-52.14892858,-3.010163826
SAFCRIP_01,-906.5646361,-1213.926753,-904.6432226,-1228.610212,-1403.897407,-1246.60013,-921.7787465,-1257.885488,-1247.433708,-1397.336924,-1425.780136,-1227.060411,-907.615994,-944.9114335,-1396.397349,-1383.440847,-913.3214901,-955.3858077,-1363.975948,-508.7554496,-1238.38255,-507.5183917,-1374.844388,-932.4322671,-1382.833822,-508.4949488,-1237.230182,104.1235304,109.6433453,98.44014551,-62.00168563,-71.09419237,69.02048214,57.3375392,81.81578854,-55.88591943,1.098450173,0.922194601,7.596453132,-24.42599196,6.040303965,-51.73621943,60.85677976,-64.67274962,-6.056339689
SAFCRIP_01,-918.5211505,-1219.919663,-908.7402127,-1221.398752,-1390.020513,-1249.197876,-914.9706629,-1246.474718,-1221.912361,-1418.099275,-1410.158785,-1230.642981,-909.7019728,-943.7065545,-1385.879967,-1389.408171,-910.9660748,-948.8162728,-1307.84654,-510.5643846,-1197.061002,-509.1616686,-1392.072353,-925.3363025,-1315.672192,-505.6070119,-1198.029851,60.55766753,88.9512155,90.13062977,-78.01641766,-77.04326368,51.65948203,62.26866407,75.90645469,-54.84383148,1.603673706,-3.271532768,6.128647195,-17.45141817,6.491525918,-54.78096661,55.8302491,-70.29286256,-6.06101349
SAFCRIP_01,-906.5232602,-1204.969349,-911.7416631,-1236.195343,-1425.33285,-1251.746489,-894.9168733,-1253.036262,-1226.633498,-1431.683927,-1432.168709,-1200.796591,-892.0242356,-912.0662568,-1389.513687,-1369.001996,-891.9630539,-928.8728353,-1293.01868,-509.1470885,-1176.964514,-501.2227529,-1350.716601,-896.3903424,-1298.543012,-484.3980598,-1181.597052,77.49034433,107.655841,125.9989613,-90.16782297,-83.7704103,95.87506566,81.47671711,116.6134726,-58.05198485,2.46432216,0.697274614,8.689995013,-13.94528345,5.980463247,-40.23598718,76.08153581,-98.73599343,-6.525086041
SAFCRIP_01,-913.8717055,-1223.744819,-911.3936441,-1229.031863,-1417.193825,-1237.518639,-910.4164332,-1240.063661,-1220.407748,-1415.266124,-1417.112707,-1218.48199,-905.2590889,-945.0471767,-1378.083332,-1381.00828,-896.6382962,-955.541168,-1315.492672,-516.764867,-1214.631369,-498.9380906,-1387.992294,-921.1143799,-1334.914952,-511.1468328,-1206.476745,69.11045164,91.55405178,96.89290474,-79.41422371,-76.24047152,47.48194198,49.52462249,76.98886656,-67.69553928,2.501129311,-1.382594349,6.899991812,-47.40937478,1.420848907,-58.25168504,57.60857601,-87.21772898,-5.797547513
SAFCRIP_01,-875.840362,-1170.863876,-885.0222135,-1204.870382,-1352.797826,-1199.221275,-876.2329197,-1191.12734,-1183.681492,-1349.121777,-1348.862042,-1175.993917,-863.7827686,-908.8662963,-1349.979904,-1347.716237,-878.8854436,-932.6974019,-1269.18179,-474.2331082,-1162.331663,-491.466642,-1323.50803,-877.6638011,-1278.687219,-459.2812695,-1169.762293,65.06784015,97.32573203,114.3505485,-11.31100806,-33.12889131,63.93808032,113.9254126,79.92938004,6.506293082,4.460302224,-8.352247709,5.191697183,0.3117536,55.16909815,0.037731528,99.84302741,-33.03961371,-1.700660329
SAFCRIP_01,-915.9927495,-1204.408902,-909.7859911,-1203.873174,-1342.11679,-1232.510998,-917.3171103,-1226.629192,-1216.619703,-1387.974574,-1389.071003,-1179.503789,-902.6137058,-919.0391195,-1385.170402,-1355.545003,-912.131807,-914.5741684,-1271.905996,-509.4496682,-1178.515865,-505.3495887,-1335.179957,-887.9290716,-1298.125456,-507.0991967,-1160.59907,87.39219092,120.4312252,126.1348135,15.82466593,-42.60647793,79.99633322,98.4549351,95.34099754,15.99753128,5.555334521,-2.017765724,4.672180546,28.5604309,37.66544055,-10.59544819,94.42526292,-58.51049447,-3.446981531
SAFF_0A,-836.8658844,-1164.225942,-850.6137115,-1196.261809,-1346.142285,-1143.741078,-806.3145688,-1157.295657,-1186.573621,-1299.206349,-1296.314637,-1173.398086,-824.0674574,-856.698891,-1337.849742,-1360.043776,-843.4384998,-877.6031699,-1344.345913,-445.1981509,-1189.492694,-414.6021054,-1324.196779,-848.2248541,-1379.817946,-368.7858859,-1178.599956,187.5899199,219.2058822,233.0978834,-90.35303692,-134.1722216,115.5358161,172.5238816,219.0132239,-8.567376058,4.274651714,-5.928770793,14.49467539,13.70530381,84.18128664,7.707764028,178.3720252,-107.594427,-5.510235531
SAFF_0A,-816.9410043,-1139.847354,-809.8003488,-1176.178716,-1367.270876,-1151.726405,-790.1155158,-1145.017932,-1191.626913,-1331.582303,-1302.056077,-1181.44614,-798.779955,-867.5797725,-1351.197806,-1360.149763,-847.5040076,-852.5681498,-1333.668722,-390.6624133,-1182.794312,-382.3581408,-1293.480616,-857.2727665,-1383.456612,-370.2521375,-1152.240029,232.8698871,249.7120383,240.6474402,-98.45317613,-114.4325291,144.3412857,208.2251491,258.9421357,37.80169213,1.846376105,-4.955204507,19.80991704,44.83499669,125.9098724,23.18551461,207.3596814,-49.88608749,0.630554578
SAFF_0A,-834.3405267,-1177.358768,-814.8240197,-1168.530214,-1344.435489,-1173.051953,-839.53292,-1189.723965,-1223.979368,-1338.702196,-1339.709984,-1191.153407,-852.2727158,-877.047429,-1379.21133,-1381.169708,-884.593835,-875.8049124,-1345.438825,-394.4472044,-1199.85516,-396.4958129,-1351.548043,-880.6587016,-1398.903039,-398.6035619,-1173.637043,241.2843073,274.6050321,254.9733477,-131.6198541,-131.0587829,141.2090939,139.8172226,260.2279936,9.106622279,3.225690522,-3.318592591,18.61647893,43.24542089,53.12987963,15.76443717,237.6166777,-45.71118449,-0.109362475
SAFF_0A,-857.5747295,-1198.551987,-790.5542501,-1161.066142,-1349.801092,-1174.109227,-799.4219971,-1148.275219,-1176.562907,-1325.46271,-1315.856883,-1156.985047,-806.6795146,-862.8001073,-1340.681444,-1352.433896,-845.5216653,-884.2392198,-1343.00928,-373.0551834,-1176.138193,-399.097561,-1374.655873,-851.2490807,-1394.874234,-342.8488624,-1164.399483,233.0449872,255.1370729,240.5794123,-109.4762544,-76.72783798,179.897562,198.189262,262.6971283,16.8922255,6.204457333,-1.979919643,16.5005125,76.47938558,114.6267312,53.08208424,209.4969439,-78.43404133,-1.319148214
SAFF_0A,-833.8819944,-1167.754793,-820.5163079,-1183.242424,-1347.612333,-1174.009369,-823.0430937,-1174.25456,-1204.096101,-1335.177496,-1347.985116,-1191.864299,-806.1528577,-902.0751073,-1368.968289,-1374.593168,-832.5777144,-936.4812995,-1310.402922,-379.4647368,-1249.610517,-375.0943519,-1328.025484,-871.3668281,-1406.47965,-355.9858352,-1193.191591,213.086129,220.103988,249.8988122,-79.90244758,-76.10127498,187.5039348,209.4950174,205.9340784,39.64361465,1.711385766,0.387203306,18.12030613,54.51984431,112.2367624,42.06162135,205.0749876,-31.53311368,-0.492799036
SAFF_0A,-803.251627,-1144.609045,-809.3870829,-1170.684996,-1354.964235,-1151.157573,-817.0002045,-1142.638662,-1136.37445,-1296.918335,-1301.210923,-1146.964284,-813.8653919,-861.5733167,-1309.234129,-1334.0197,-823.5030162,-857.1277728,-1319.297719,-390.2612031,-1155.555217,-384.5835013,-1326.508143,-866.2884598,-1342.044574,-356.4276458,-1131.817373,214.2383388,241.9962316,237.7200012,-107.7636516,-36.62705375,142.2291815,172.4358258,252.4610839,2.728893988,4.74670803,-2.52582773,16.93058588,50.85620469,62.04723885,68.45307822,186.8870415,-93.2835796,-2.74199609
SAFF_0A,-833.2528644,-1168.263826,-841.4072898,-1187.919929,-1356.853835,-1172.932656,-789.5744819,-1198.522915,-1211.052495,-1380.941175,-1372.541477,-1187.612115,-807.8625618,-946.9510094,-1393.488911,-1381.82751,-865.6777966,-896.9613998,-1317.247377,-401.5769414,-1255.829347,-402.7021237,-1332.560218,-862.1352101,-1444.312721,-394.5635228,-1154.024209,171.622613,189.8862388,246.355373,-83.01125981,-171.2071074,190.4783449,246.2598429,238.3398218,33.8127964,5.729339416,2.191265477,8.794624565,75.39756313,154.5070282,-9.418135377,232.9558669,-32.85460632,4.278990878
SAFF_0A,-837.4650222,-1146.118262,-849.9018556,-1158.853683,-1321.729897,-1259.518877,-986.2815227,-1154.98461,-1178.166031,-1393.202548,-1339.468643,-1181.478946,-843.8791493,-867.749496,-1375.739835,-1406.419082,-869.3666619,-942.0517576,-1395.348539,-405.7237546,-1220.223983,-421.5529165,-1294.937716,-836.9173028,-1417.043255,-523.1606205,-1248.777714,197.6853537,208.3321385,219.6493146,-75.48396902,-3.853933455,131.7591995,222.0992647,237.8810877,-3.901226703,11.46686686,-9.460287919,7.762477856,-1.043977756,103.600796,67.67667119,216.2738791,-20.77397257,4.426948231
SAFF_0A,-783.2087688,-1072.495393,-802.7829598,-1135.070405,-1301.813759,-1144.593345,-811.5395968,-1123.289557,-1180.110224,-1313.318934,-1307.862043,-1171.472705,-806.6096504,-838.9047753,-1364.667701,-1395.986852,-837.1937737,-872.6595012,-1390.946189,-359.4548442,-1197.515392,-423.0516247,-1253.319032,-864.5606235,-1402.884693,-367.8387153,-1195.704698,221.6095055,251.4504424,266.8704926,-59.30117038,-79.1965057,125.392495,158.719219,256.9391474,31.98633599,11.0029299,-10.60606276,13.75019587,23.11981385,79.61638475,26.83320747,225.1931889,-102.2520641,-2.929406436
SAFF_0A,-838.9822512,-1148.049415,-788.6797399,-1113.330463,-1306.341993,-1127.67795,-808.8308582,-1128.782287,-1191.520128,-1306.099318,-1309.175612,-1200.564117,-817.005403,-877.1542072,-1418.705757,-1405.550453,-872.5371981,-888.6144005,-1401.542116,-399.0335343,-1206.637031,-408.9592036,-1313.506795,-873.5594105,-1424.22199,-382.3390624,-1203.598544,228.1362785,268.376744,261.3847063,-94.36530738,-106.6254417,127.7008855,236.4675727,283.2224885,8.018665708,5.772728916,-6.318461033,9.059457068,19.5205805,120.2389536,31.21033978,221.9946183,-75.39880609,-3.18039713
SAFF_0A,-845.075319,-1118.372249,-798.2285487,-1120.701688,-1290.994026,-1103.796478,-776.2427261,-1085.12345,-1155.293649,-1281.763174,-1265.27296,-1172.457973,-783.0587173,-853.605602,-1352.602344,-1376.407799,-821.305873,-894.7365004,-1371.007091,-397.7389817,-1168.223448,-426.7061215,-1270.530051,-859.848017,-1375.820582,-387.775141,-1197.964312,230.8572383,254.4741299,240.6466139,-100.7701627,-90.76368978,90.37225559,189.7101142,251.8693114,-24.35116783,7.036002032,-9.834642797,8.3280718,-3.496648164,89.14190788,-5.558164164,218.1946325,16.5485992,4.029897085
SAFF_0A,-840.7630859,-1159.847578,-801.5876941,-1126.10671,-1289.562606,-1117.250685,-794.1040355,-1107.171947,-1159.786465,-1280.971331,-1280.231273,-1149.996753,-786.3661357,-856.0254607,-1336.141497,-1362.705856,-839.3217354,-886.35962,-1362.873554,-380.6225274,-1163.786401,-395.2328981,-1319.944789,-857.3810152,-1378.821112,-365.8639274,-1181.712061,220.753661,280.6895914,225.2675849,-51.33475928,-90.08398819,122.1734834,182.2791768,288.8213866,15.77110036,9.581808171,-8.891413513,10.77302581,28.30912289,113.7481891,12.25307562,193.1580363,-75.08755416,-1.270094726
SAFF_0A,-836.8018251,-1133.397526,-818.0319069,-1147.321585,-1309.229646,-1150.621498,-831.9067246,-1150.678035,-1212.212675,-1321.063365,-1330.203006,-1238.007756,-824.9169041,-878.3567237,-1394.750253,-1432.501736,-856.4454117,-915.5828506,-1385.047078,-381.1054238,-1228.616206,-411.4584563,-1273.647751,-923.6274935,-1439.819363,-379.2921634,-1228.202885,261.8472743,284.8027891,278.8138028,-45.96827233,-84.57796162,137.7674013,189.8712634,238.2009882,56.21725204,1.87600977,-11.12037617,20.55658269,29.58134858,79.46476865,17.04877051,209.9390247,-82.47798188,-4.350677569
SAFF_0A,-862.2556568,-1159.840672,-794.9103562,-1108.695371,-1253.475377,-1116.800473,-810.7085621,-1102.296743,-1179.594709,-1272.406319,-1252.393686,-1154.35388,-795.5834738,-855.2977133,-1368.969903,-1345.270968,-851.775518,-907.9987559,-1363.973829,-382.0945843,-1195.931219,-423.5611413,-1306.386652,-846.3753717,-1390.153081,-393.2926165,-1220.327877,236.4230264,275.3875604,245.4425924,-73.92119691,-34.69307408,104.9797369,153.8583097,250.1988625,1.202471694,5.184979235,-5.718823941,7.674247288,19.99891385,58.8912052,32.23082501,202.7080535,-86.54896894,-3.801003741
SAFF_0A,-813.8926774,-1132.709391,-803.4104081,-1130.520172,-1310.631808,-1141.23712,-816.9756794,-1128.962688,-1175.089839,-1315.740282,-1311.873141,-1189.000926,-796.6533785,-882.3799728,-1372.485222,-1404.092953,-842.7537072,-890.8386283,-1376.466634,-381.2764462,-1203.450932,-401.3523109,-1305.830517,-864.7947571,-1425.292209,-374.191737,-1185.602495,259.8835277,278.3725104,256.792506,-84.63116231,-98.36073918,142.3905532,215.8152236,279.8187101,5.00855359,8.379437691,-10.36908185,6.421982425,12.1339872,96.59583203,16.67734642,212.8599677,-1.091340388,3.357683889
SAFF_0B,-806.7595753,-1074.754753,-784.9627974,-1082.722444,-1251.867357,-1134.293844,-800.547935,-1076.834438,-1041.635313,-1303.575391,-1269.677451,-1033.955243,-790.198743,-747.4589266,-1223.397287,-1205.472672,-754.9645875,-775.8278198,-1287.8405,-432.1945261,-1020.441139,-442.9555644,-1244.400864,-750.4797365,-1208.584471,-443.7987912,-1097.049645,44.64166982,-5.521320493,65.24172197,-55.68008039,-22.01969124,54.73607481,39.71337417,24.53471557,-29.04067205,9.153367089,-1.401587838,5.683789947,-6.034989494,-28.54739994,2.727378459,4.209402863,-133.7167787,-4.904749087
SAFF_0B,-792.5880667,-1040.152301,-797.6297789,-1073.74297,-1221.292035,-1082.30061,-798.3332989,-1046.697654,-1060.136749,-1217.449325,-1186.678373,-1096.619912,-770.6650802,-778.6547869,-1211.736408,-1296.391226,-767.944751,-775.1116872,-1202.961368,-433.3171952,-1074.453409,-452.9774168,-1194.175609,-784.1130786,-1225.131932,-433.4569596,-1060.32739,44.87505102,-7.389123023,49.69070207,-28.67472266,-16.1111185,42.51115115,23.87080338,19.35105111,-41.82555102,12.49541136,-1.6199957,2.91428387,-21.5568946,-25.89470778,-24.78567864,-23.90658724,-105.5809814,-5.528916178
SAFF_0B,-817.735838,-1083.209545,-813.6561571,-1097.778474,-1237.735831,-1053.589548,-780.0551103,-1071.482236,-1033.051924,-1184.914457,-1200.546402,-1024.615838,-796.1700023,-747.3352859,-1190.379344,-1177.435202,-772.5642076,-782.3502472,-1213.262533,-441.1442162,-1022.122143,-456.4251406,-1235.070405,-759.6381229,-1183.356505,-422.9679136,-1049.581452,51.16656629,-10.69100576,36.57677403,-51.8465403,-39.46416193,34.88685379,34.59954182,-1.50149983,-5.927856099,6.050579341,1.132155732,6.525174764,-11.90805294,-2.619393084,-10.45486601,-10.53833936,-94.42543242,-2.598983323
SAFF_0B,-792.332331,-1063.14067,-788.1591712,-1060.102176,-1222.43546,-1081.968982,-778.4627311,-1086.849191,-1056.652794,-1236.198622,-1247.159388,-1041.854121,-780.3423916,-754.7052235,-1219.74949,-1213.864426,-756.2717581,-783.9115301,-1293.845922,-433.8718112,-1040.40476,-456.0818171,-1201.289839,-766.6705844,-1209.325638,-435.0399379,-1125.493306,57.14137299,-6.209325733,72.50458633,-80.43229661,-9.394444588,88.93069744,74.54173282,14.23892722,-12.62063844,9.219603873,4.387753682,10.39947087,18.10152014,12.58095317,13.10366637,-3.657616547,-183.4024702,-12.08831873
SAFF_0B,-804.5958189,-1078.569963,-824.7537806,-1114.288475,-1228.1529,-1086.381131,-811.3467388,-1121.751373,-1102.542596,-1214.219387,-1269.862588,-1159.283174,-825.9199007,-811.3561655,-1248.407043,-1339.094462,-803.0369158,-809.3872231,-1240.74072,-448.6955338,-1126.158966,-434.9974267,-1194.155874,-840.8216395,-1297.731299,-430.9596921,-1089.177378,65.28975488,-17.67853955,46.42241,-28.77498818,-35.04894361,79.71431091,63.90671632,3.424012548,-16.89205316,6.919410576,-1.652726792,3.944480784,5.564277791,-24.82999214,-4.340254305,-58.3640857,-182.8738611,-12.29628221
SAFF_0B,-836.2710324,-1118.883837,-837.2171449,-1096.054777,-1243.061147,-1126.31842,-846.782891,-1122.374316,-1078.914466,-1272.550756,-1276.01388,-1052.950378,-827.2166246,-759.3283052,-1242.398257,-1204.223804,-785.5594473,-777.0538894,-1222.824471,-470.9086593,-1049.464372,-465.0762311,-1259.959187,-772.9370219,-1208.427403,-454.5901857,-1068.185687,84.1445612,5.655185606,54.33362001,-32.24151458,-9.97247489,52.4995758,33.91659069,14.23517401,-20.81568605,5.088813649,-1.472592724,7.857609556,-27.78410281,-35.2669937,-4.209280834,-18.948249,-158.7178849,-10.10010369
SAFF_0B,-788.4580712,-1033.480738,-803.9627558,-1062.085066,-1177.356696,-1040.040317,-788.0351553,-1129.003868,-1044.568475,-1165.639332,-1253.061513,-1014.713279,-821.4633636,-758.4663912,-1200.520644,-1171.856243,-771.3848208,-776.5133716,-1204.904275,-437.6481995,-1022.27371,-430.2742908,-1141.150977,-754.3700754,-1181.473079,-426.5520623,-1050.806077,92.40215985,13.33542479,86.36761233,1.509927928,4.862112267,101.9374208,84.83504465,50.30916054,25.14625325,6.536014177,5.450646394,6.522190785,40.96553762,5.799281314,35.19035588,-3.03660137,-186.3956214,-11.58875828
SAFF_0B,-820.3522672,-1109.578696,-822.072931,-1089.389953,-1236.290461,-1133.925827,-829.8782813,-1072.880317,-1046.51458,-1257.921081,-1223.423548,-1070.098553,-800.1695492,-786.5213533,-1205.252663,-1247.981301,-775.2196889,-774.802425,-1194.245426,-452.4506715,-1046.861546,-448.7967776,-1232.575548,-773.3118906,-1219.455443,-447.1159696,-1047.019781,65.78163363,-7.131030324,88.32091043,-56.59878731,-55.39878235,111.7201446,69.03048876,17.14281106,-12.74224094,9.006524034,3.170150798,2.838276843,-1.200971638,-30.09945995,14.16025522,-23.28613873,-166.1282757,-12.33982283
SAFF_0B,-764.9857158,-1072.651415,-765.9343958,-1060.049916,-1211.490966,-1108.30997,-799.5962783,-1072.1171,-1072.93573,-1249.928424,-1206.2198,-1035.818813,-792.1232306,-758.2105866,-1232.957317,-1196.830101,-767.6941029,-770.5006412,-1206.091619,-410.1208815,-1076.976751,-408.7082243,-1223.647849,-753.3446932,-1263.051042,-411.4570172,-1041.125646,83.39684945,-2.629919725,59.58164727,-12.05916741,16.14723682,54.15938754,72.19283078,41.28320468,-1.261215492,6.682805732,2.259549939,6.853380878,10.84808214,2.764668856,23.35300121,-1.858294719,-130.1069745,-6.70154059
SAFF_0B,-783.9038552,-1079.589401,-800.6798449,-1084.622946,-1214.456532,-1113.637533,-810.3719004,-1104.256544,-1110.156127,-1245.477558,-1253.042379,-1032.505367,-794.8409425,-750.029992,-1286.423771,-1224.034017,-773.1760821,-767.2356381,-1227.818271,-417.1212622,-1035.078904,-433.5476191,-1228.475585,-758.8613322,-1210.754166,-435.6489531,-1047.3903,105.8598998,23.37219666,78.15434046,-15.01904104,44.45985216,110.8981561,85.4668582,38.706476,27.19005552,12.77992383,4.167734688,7.371088221,73.79330192,14.43282856,55.53799151,9.749236067,-173.47249,-7.458181526
SAFF_0B,-774.487889,-1060.060083,-792.8948464,-1059.951472,-1184.289519,-1057.135901,-793.9338363,-1063.413848,-1059.855862,-1183.753451,-1197.299711,-1013.090516,-788.3617717,-753.3997064,-1217.471332,-1195.500495,-780.29333,-753.0964932,-1213.590744,-439.0317002,-1012.052097,-414.4719412,-1206.041986,-769.8644899,-1191.707364,-438.0520716,-1044.545404,93.03808674,22.7434707,92.43486722,19.22420937,29.43045677,97.26164899,91.00498092,44.79032767,43.41199147,11.7669074,6.409066613,6.742342148,32.18585836,21.84153705,48.36214236,25.73364386,-146.7236886,-6.4284305
SAFL_01,-962.6226927,-1292.349646,-996.1674979,-1359.342025,-1543.167324,-1407.333918,-1075.394563,-1358.788452,-1337.156665,-1589.757975,-1499.50658,-1364.722799,-982.8175001,-1027.746548,-1492.500268,-1483.598748,-939.1503985,-1006.331105,-1447.562358,-571.5708163,-1288.076564,-516.7248152,-1437.213489,-1071.871368,-1457.980106,-604.4289899,-1283.055541,224.0035705,265.7483376,135.4480286,29.33984757,96.29534522,167.260284,180.7053092,225.1518016,60.29517906,-14.60935618,6.657645266,11.10253483,116.9283893,89.35184286,79.82601575,166.7858492,81.62156975,4.621779017
SAFL_01,-965.1508469,-1323.321475,-1017.779958,-1388.361785,-1561.236338,-1361.385592,-994.185365,-1354.870392,-1275.955804,-1508.692279,-1520.244555,-1298.613458,-961.7900673,-1006.858432,-1425.626037,-1446.549647,-876.0967197,-942.6975554,-1408.794681,-563.8338627,-1292.507554,-504.998102,-1465.664657,-961.2274169,-1446.710067,-516.9271101,-1222.394234,191.3367808,184.5278985,207.0718699,30.90255323,62.30638894,200.1510975,186.0742769,220.3562153,61.59728154,-8.462124393,7.513050969,25.15337266,132.1310394,85.26122115,105.9574982,167.0732095,3.727211947,3.11768724
