female.id,filehandles,call.id,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,mfcc_50,mfcc_51,mfcc_52,mfcc_53,mfcc_54,mfcc_55,mfcc_56,mfcc_57,mfcc_58,mfcc_59,mfcc_60,mfcc_61,mfcc_62,mfcc_63,mfcc_64,mfcc_65,mfcc_66,mfcc_67,mfcc_68,mfcc_69,mfcc_70,mfcc_71,mfcc_72,mfcc_73,mfcc_74,mfcc_75,mfcc_76,mfcc_77,mfcc_78,mfcc_79,mfcc_80,mfcc_81,mfcc_82,mfcc_83,mfcc_84,mfcc_85,mfcc_86,mfcc_87,mfcc_88,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24,delta_25,delta_26,delta_27,delta_28,delta_29,delta_30,delta_31,delta_32,delta_33,delta_34,delta_35,delta_36,delta_37,delta_38,delta_39,delta_40,delta_41,delta_42,delta_43,delta_44,delta_45,delta_46,delta_47,delta_48,delta_49,delta_50,delta_51,delta_52,delta_53,delta_54,delta_55,delta_56,delta_57,delta_58,delta_59,delta_60,delta_61,delta_62,delta_63,delta_64,delta_65,delta_66,delta_67,delta_68,delta_69,delta_70,delta_71,delta_72,delta_73,delta_74,delta_75,delta_76,delta_77,delta_78,delta_79,delta_80,delta_81,delta_82,delta_83,delta_84,delta_85,delta_86,delta_87,delta_88,dur
SAFBB_01,SAFBB_01_028.05,SAFBB_01_028,6.373655408,-9.062451282,-18.00836701,-7.840337684,-1.544612265,-2.883017131,-8.343668784,6.160518157,15.05790482,8.035194218,-2.129211285,3.241332535,-18.13915843,-12.3711801,-4.362375298,-11.50362143,-2.106013404,5.516631039,8.151847542,12.83286118,10.18040856,4.57069636,0.756780999,-22.45843928,-10.14217508,-4.703867133,-11.49811174,4.505706894,8.755544494,7.795316488,15.14459595,8.055582915,-4.730661473,-1.733666299,-25.07472032,-7.329431419,-5.33283209,-9.184270038,11.59828874,5.19809007,7.778593018,15.48700517,-2.891075263,-4.277035268,-1.602170284,-24.68564799,-1.596879419,-1.265628409,-9.486831868,13.9069894,-0.763410884,6.548598311,14.70497907,-4.84593243,1.851856526,-0.784007639,-27.02271718,-3.35635596,4.63505917,-9.84127883,9.648412334,5.039086712,-0.493767932,11.99104343,-0.182078876,-7.332444619,-1.573005287,-23.01318765,-4.293880639,8.700091572,-8.253453285,9.750333027,1.708697428,-3.269946902,6.344360335,-1.810366411,-8.458745115,-1.023371633,-20.27934725,-8.567287708,12.4631446,-7.277685796,4.871218764,4.956189208,-1.877197947,0.396605143,5.155874466,-4.171532792,-1376.50263,-1227.780188,-967.8449362,-511.37687,104.692623,188.7920527,153.3917881,66.32870484,14.22661251,-12.10797912,-44.54999605,-1470.025704,-1298.510498,-957.5944425,-474.8498951,155.2711167,230.9390899,170.3266836,115.8443141,84.46409213,8.444567833,-36.66123411,-1515.074232,-1307.782853,-946.7750907,-457.1410456,195.3175403,243.1684254,116.4994296,33.68397694,-27.35144954,-122.3313047,-144.059517,-1538.857644,-1299.17072,-952.0440319,-455.1545731,209.4287897,197.7891003,65.05770977,0.255078692,-57.61695189,-135.801969,-114.9814271,-1501.815462,-1264.331162,-956.2162689,-474.8707433,175.7708912,152.6163121,44.0792625,24.4485512,3.025359014,-62.6213354,-22.63761185,-1462.103927,-1246.850121,-919.391174,-478.8118764,152.4912905,158.0274627,3.166695482,-53.05253823,-65.33860763,-138.0388632,-115.7994972,-1433.979807,-1226.998507,-922.3875515,-499.8533385,103.9545823,102.7480816,-32.01548454,-87.7369582,-74.32370634,-128.5193421,-92.49075441,-1365.835331,-1187.995898,-881.0177924,-472.6594148,80.341383,112.1857553,4.261374416,-61.21052324,-25.92601424,-72.71097985,-61.85757566,13.54907029
SAFBB_01,SAFBB_01_028.06,SAFBB_01_028,6.41578705,-13.4975883,-18.54673294,-5.078500721,-6.364135709,-8.237219031,-1.424139501,8.872362789,8.6013214,6.070475163,10.71060888,4.897435207,-16.79316427,-17.09615104,-3.593994446,-8.341832681,-4.423129529,5.412763482,12.20003096,10.60591145,11.30434493,8.542521195,3.287533021,-19.73919634,-13.89485206,-5.758103591,-8.649946872,3.348116345,8.082986722,10.59783518,13.84723071,9.654372189,-3.494629015,1.467785118,-22.2356925,-10.55941468,-7.927888094,-7.90681796,10.39883668,5.550135435,10.88497098,15.94942856,2.485564087,-4.485436247,0.178279014,-24.19922667,-5.958432312,-5.846043808,-7.025929225,12.89379816,0.291328088,8.367879938,14.6032138,-2.908666266,1.800066591,0.995270091,-24.6438073,-4.998264107,-0.665084918,-8.339494873,10.05919354,2.553565472,1.805226314,13.39471695,-0.808939138,-5.32936158,0.468132857,-26.27793387,-4.780037941,3.480837916,-8.993173497,9.831937614,5.080003037,-0.115944769,9.43564797,0.639291997,-6.906574631,-0.105168176,-21.04281476,-2.696190612,8.658944308,-7.163017972,7.628885865,6.568608086,-2.924623581,3.724752271,4.788873009,-7.554572627,-1379.254121,-1246.334724,-949.1286882,-480.5154014,106.9384592,192.5581401,197.516791,153.0215215,146.6100712,117.9813365,62.91244049,-1392.916432,-1239.903078,-913.3448569,-435.2721642,154.0021846,240.8388713,201.7683558,135.8472211,111.7981971,51.87346625,-5.342102697,-1427.14349,-1236.22241,-896.9359149,-422.8989641,186.3117828,250.2453335,140.0823935,42.89660755,-24.00565912,-107.6306168,-136.4205762,-1452.95699,-1228.780462,-898.9784221,-417.9680227,207.8343892,229.4942276,103.7348976,18.60670046,-59.43784219,-140.819486,-134.0942384,-1432.134633,-1202.670418,-901.4722124,-433.2214578,186.6404217,182.5922847,78.57849606,39.7693859,-6.236280645,-65.78748467,-34.56604758,-1391.049833,-1181.056052,-879.0383495,-450.4619431,154.7728259,166.3520986,33.45850388,-20.52182063,-52.50515173,-118.1962559,-94.9040514,-1382.327889,-1174.801994,-864.0198055,-447.0054409,140.4272094,157.1955724,9.878976038,-49.31949989,-65.08705984,-132.8372643,-108.5485121,-1305.118946,-1124.654304,-828.4588082,-449.203996,87.17379428,113.15407,-19.82171092,-74.55261323,-67.64945893,-123.6425991,-105.2846654,11.82950113
SAFBB_01,SAFBB_01_028.07,SAFBB_01_028,5.558776646,-6.410051309,-17.29555919,-6.663081864,-2.871153876,-1.941016856,-8.303275581,6.317015571,11.41734623,6.871734377,0.508545558,5.282419601,-12.68668387,-12.6300896,-4.201867198,-8.377599789,-6.847481661,1.059964297,12.16222467,8.134364615,9.000748767,9.636022135,2.438086358,-18.01675222,-11.33220692,-3.375842129,-10.87251059,1.99218366,8.886712766,9.582176121,7.661477459,11.93269373,-6.209565341,1.206318416,-20.77522886,-9.550692304,-3.707706412,-10.58465538,6.282314366,10.20715068,7.065763275,10.25266474,4.947638845,-12.28069332,-1.47841852,-22.44110823,-3.474401756,-5.614028771,-9.669058233,13.13346375,-1.119274601,9.502665421,10.99243294,-3.338660392,0.202556242,-0.085403433,-22.56091425,-2.582187771,0.090705719,-9.167549601,8.914716347,4.332345577,1.12727917,8.914455615,-1.071166913,-4.888188064,0.366938688,-19.67191111,0.340298252,4.864877402,-7.059244832,9.772826228,2.413750032,-5.674114599,6.574991523,3.222775739,-4.785580557,0.535263319,-16.1921421,-6.93699155,11.93848,-2.656763735,-0.791695741,5.115299309,0.546994465,-4.132404238,3.594754071,-1.623622905,-1314.166345,-1170.080212,-925.3329646,-489.6321459,84.32211119,159.7939322,148.6559004,76.17173227,39.04584606,13.70797238,-10.35891564,-1348.303448,-1216.655495,-920.1062189,-453.7838067,110.688999,191.208841,180.70593,148.1632843,135.4956389,88.11144115,30.36421216,-1409.788131,-1229.111231,-891.2994587,-428.0436065,149.4962146,222.4540968,111.0741424,21.30972772,-33.79550463,-123.5503561,-153.6446815,-1429.514855,-1227.355983,-882.16243,-426.1239271,169.2140684,204.6402874,57.50412084,-42.00389845,-109.5669873,-202.941834,-210.2857941,-1442.247617,-1211.302808,-914.7684771,-438.8931734,169.1724736,158.5934675,59.22612115,32.04864274,-9.503928748,-77.14823256,-40.65154093,-1379.650155,-1178.133262,-872.3078897,-452.0824505,129.7170938,136.0219616,15.66695419,-22.467147,-44.93078045,-108.7067967,-86.35084478,-1349.502449,-1157.565224,-873.1502511,-491.8136079,75.88045326,98.67783807,-13.60828834,-40.7196985,-40.08233409,-89.4151229,-56.86122068,-1275.636031,-1138.414831,-849.6981257,-457.29411,42.92114545,72.5504386,-5.390294019,-51.62379307,-8.793302995,-25.37692871,-33.66835528,12.15562358
SAFBB_01,SAFBB_01_028.08,SAFBB_01_028,4.743823658,-3.406668553,-9.03939558,-5.675640825,-3.289837384,-3.593031504,-2.773935487,2.519855523,5.04935441,5.983465026,5.656344341,4.866323055,-9.496975719,-10.90865984,-4.209362138,-4.360845594,-2.926017816,3.70508561,9.28573865,4.09403691,5.008641293,5.715541879,4.910768986,-13.98599318,-10.95009893,-1.904396807,-6.58016966,-0.120155023,9.253838448,5.771584402,9.939439493,8.688376631,-3.124631503,2.532909492,-16.19766981,-8.488280584,-2.093753921,-7.849342829,6.338902457,5.428099929,4.29254581,9.976145768,3.536782583,-8.352312149,1.871323951,-13.94020095,-4.249710307,-1.134190347,-5.787995424,9.662767141,-0.674823741,4.577318276,10.13641471,0.903369544,-4.864116027,0.781814921,-15.70088626,-1.504048413,-0.160811833,-5.573021423,7.554718401,-0.04357372,4.017336839,9.57864704,-2.135215641,-4.58785927,1.0053374,-16.62414106,-1.310529547,3.377772401,-6.399105729,5.086529871,2.345629648,-2.589089273,5.171039101,-0.164236092,-7.892179644,1.042711579,-17.19377504,0.269378294,7.163470973,-7.107124428,6.039350739,5.355797872,-1.833970649,6.820575418,2.408735721,-5.214811053,-1345.503281,-1213.824534,-945.8932155,-524.6296429,33.61522474,96.73367888,116.5515479,99.1427688,83.85702359,69.16831043,44.01744494,-1353.457864,-1211.845205,-911.5749046,-463.4798676,83.76983374,138.0866911,123.2723386,86.18704801,65.97404416,35.07871902,1.28114529,-1384.177472,-1224.522461,-895.6255805,-458.2858132,121.5795313,184.552065,102.0111478,23.78834004,-17.03142449,-80.00981858,-114.1436776,-1390.483359,-1201.068562,-889.6728279,-456.284361,127.5090094,160.3811309,51.0401038,-27.59933478,-74.40210848,-143.7242685,-141.6022328,-1366.922978,-1173.238256,-898.7737842,-470.8330403,106.5596513,119.068846,30.41842819,-18.85562127,-51.93766522,-104.5588089,-80.85001909,-1329.081572,-1147.945939,-875.9983854,-459.0038094,104.9784774,101.3965139,8.507500511,-24.51035061,-47.72820798,-93.58006586,-74.77838678,-1342.293766,-1171.238434,-885.4746866,-491.0368987,67.78903803,82.09533786,-21.48795535,-57.2351524,-62.95918961,-106.2976654,-90.71488932,-1328.326042,-1157.870007,-865.7142397,-477.2000506,78.23958746,92.53167348,-16.21888484,-49.63264047,-43.09174336,-95.52554123,-84.11927663,11.17725624
SAFBN_01,SAFBN_01_004.01,SAFBN_01_004,2.318245745,-4.075901081,-21.42745393,-35.52491467,-2.905672496,-6.770379149,9.373741342,23.63282686,4.458719109,6.089105303,12.48155845,-0.144226633,-5.464802603,-29.22268641,-20.71610585,5.437878625,-0.995328484,0.044399654,17.33954885,11.53870766,7.409389166,-4.183522788,-3.89377684,-15.7788712,-33.1735782,-6.721559915,1.300152028,-8.266095786,18.65282048,16.49427753,-4.673838608,6.275449848,-4.130277743,-3.874301506,-22.76362506,-22.8023226,-0.119427871,-10.20584845,3.231306025,11.82614302,-1.108784224,3.810225194,4.160023318,-11.31457052,-5.277428027,-25.65886475,-17.44031571,-0.582999989,-14.66571041,8.828705892,7.321729824,-1.759477825,9.332819699,1.41325985,-10.03176549,-5.223869031,-27.74681635,-14.9546953,1.580890198,-16.67423203,12.41613257,4.602618387,-0.110418537,9.900052329,-0.152802923,-6.615056446,-5.9793532,-32.10926692,-2.979557807,3.104980496,-17.69202255,18.89942461,0.235216278,-2.449088766,11.72519668,-5.053989017,1.090222957,-10.58123244,-25.06973741,3.036008424,6.854558804,-10.77002889,18.02883963,-3.424509054,-4.611266545,6.279287349,-7.566278396,-0.922272988,-1509.882114,-1340.872547,-966.0407318,-409.0709289,182.0450033,248.9134415,305.6100986,258.991532,107.9766492,72.05150422,1.415595006,-1539.7032,-1350.034949,-1011.672835,-460.6349012,193.399741,244.4987797,215.0696749,65.5698713,-66.43619314,-84.20491828,-124.5182775,-1577.785431,-1404.512647,-967.2285686,-409.1619495,195.8074606,237.5008463,167.9766232,-0.169728446,-65.09928909,-92.51157219,-162.3246646,-1622.187471,-1398.232969,-991.8666728,-497.8024763,168.3102944,207.5855156,82.48141891,-54.26522005,-89.08513745,-163.1420151,-168.9043983,-1628.26839,-1378.596542,-993.0495995,-500.417512,189.0749486,208.2423892,73.0318569,-36.71302944,-69.5798874,-163.411532,-144.4050399,-1601.784122,-1340.883503,-975.4357082,-485.2253137,193.3547486,202.8345295,68.77949366,-22.44669685,-39.33459874,-139.3021651,-103.8770841,-1530.266674,-1255.939241,-932.0935521,-476.1457853,182.0227262,159.1544754,29.2881396,11.87085952,20.8064902,-72.22813684,-1.087773579,-1457.873052,-1207.591373,-919.5160388,-491.1273363,127.0707376,64.15754195,-47.63711095,-43.05049912,-15.41285398,-68.1213155,13.31680967,14.76505669
SAFBN_01,SAFBN_01_004.02,SAFBN_01_004,-0.313642488,-4.669545127,-26.515835,-30.51549408,3.210022914,-8.264183825,14.25295598,16.01896154,8.303309596,-0.692035573,19.45237659,-5.032227208,-5.802939972,-40.65934743,-18.72584956,14.09712326,-7.967472313,6.988773381,21.8988724,11.23173531,-2.457516463,0.327243444,-7.015147843,-16.69978052,-33.72635306,-1.993526754,-1.190696241,-7.011401669,25.28804161,9.891031258,-3.256825529,10.13750366,-3.958455816,-8.779159132,-23.74413479,-20.03352521,1.267910712,-12.73660043,8.806451626,12.49788434,-3.998000355,9.438841568,-1.992441238,-9.847183804,-8.63168054,-26.08726284,-17.05286,4.757090348,-11.48017902,13.17299092,7.1217556,-5.398222878,12.36707818,-6.196150856,-5.484152838,-8.394069501,-28.7645965,-12.46647658,2.887578973,-15.31792818,14.83477718,4.258956753,-3.483828064,14.30316076,-5.594500517,-5.00952922,-6.688991416,-30.69962677,-8.273029418,-0.760022111,-17.40518654,16.23343732,0.656334558,-0.101259487,14.25248624,-4.490823056,0.543896782,-4.83673845,-27.9230999,-6.058512756,2.150165744,-14.73203687,13.01367157,5.014015023,-5.668289503,10.71088648,0.40006,-6.964862074,-1455.266204,-1297.632585,-909.7803643,-397.2312171,200.3222205,224.4793163,307.8129406,257.7931938,141.80694,144.4804006,73.54047372,-1486.739283,-1322.503072,-950.4915468,-385.8455396,254.2159061,243.1960363,236.8869316,50.16560619,-67.87482075,-40.85347657,-110.3852304,-1542.028952,-1364.735744,-906.5200516,-390.4671321,207.816639,249.0055732,168.2348545,-10.41005145,-60.15872318,-103.9283133,-174.033671,-1593.104138,-1345.637794,-943.9971428,-472.6228865,204.7117661,190.1265372,62.51074179,-60.44895668,-87.08781694,-172.6341384,-153.3546162,-1550.405099,-1293.361976,-927.8405181,-473.6644629,202.8272865,166.1155706,42.53840564,-56.46985518,-57.99707141,-130.4693913,-85.67188764,-1554.514263,-1288.298889,-934.4007995,-470.9120327,212.0292913,179.8233668,45.30512364,-31.47758727,-38.94696775,-129.5467758,-79.69145603,-1541.375508,-1270.392001,-935.7274422,-462.5266928,210.4131998,191.7908082,71.05595072,31.21055648,20.11327257,-75.51375241,-20.89674137,-1450.141185,-1210.923935,-880.9566426,-462.9702423,161.9634923,167.7099787,23.32817113,-32.68893855,-46.75630642,-136.1196595,-94.52164529,12.77804989
SAFBN_01,SAFBN_01_004.03,SAFBN_01_004,-2.356754984,-4.703626186,-28.36849037,-20.38231208,2.696459753,-4.339198855,6.380514017,24.6398075,5.713511909,7.939085736,12.17187157,-5.000262006,-4.836570578,-37.23581421,-17.91238308,13.10926285,-2.893351875,4.358309092,22.69578,7.037888028,-1.180858638,1.170025561,-5.702848614,-16.07579112,-31.60510649,-3.830379616,0.888765863,-3.208162268,21.72663642,15.78689628,-10.25334434,8.049920665,-2.348350517,-7.570545787,-21.97971956,-18.52594737,0.541499091,-11.88802511,8.843978308,10.40446073,-2.129855837,3.58034308,-0.382633518,-11.44878505,-8.438415025,-26.14643691,-14.18637052,-1.376461937,-10.36355033,14.4579812,1.468861956,-1.469331259,8.996450872,-9.349149257,-2.212869706,-9.065251133,-26.86920401,-7.306137785,-1.821874796,-14.49080066,15.98559427,-1.68496294,1.252403469,12.99865393,-9.617130273,-0.777883885,-6.884688794,-28.48250868,-3.656435071,-5.499761491,-16.01800389,17.85495398,-7.091669437,2.103568906,14.082899,-10.45490051,2.817102218,-4.869212361,-28.65526155,-0.996448424,5.826954909,-13.94660057,15.82987977,0.419566495,-4.259705038,10.42724196,-1.446916868,-4.811763452,-1483.801772,-1310.843837,-953.4678444,-392.2351854,205.8524906,246.5451479,282.1387518,182.5325371,82.31685187,64.94084215,2.91112757,-1453.904503,-1276.272523,-929.4109267,-376.2281349,228.9569297,219.9093269,217.2643146,46.6164881,-65.82002256,-42.23071219,-86.71523817,-1514.660248,-1328.423721,-896.4960189,-367.3100973,184.6717825,220.6305559,149.3787629,-13.24704764,-66.25597976,-97.15121358,-145.2939717,-1572.418829,-1330.874216,-945.1856904,-473.2929305,170.3164421,169.6569915,45.49915368,-71.92075773,-101.0805991,-180.3977774,-156.4941786,-1549.215372,-1285.960952,-944.2097292,-470.7688805,190.9156886,148.3842884,46.76863125,-18.98026118,-32.65311151,-90.42499606,-32.23990359,-1553.140648,-1284.821969,-958.3480779,-473.6167245,201.6702614,148.8770643,42.97296754,8.792881742,-4.494143008,-82.16978799,-21.17637507,-1527.378912,-1254.316475,-957.7942619,-476.298203,192.1128307,149.4614302,55.47915282,54.32763263,37.48594305,-40.26382224,32.51609572,-1393.744683,-1155.305498,-861.8583459,-455.0687481,147.2074415,137.297297,-8.424775182,-39.69627989,-33.0354529,-114.603685,-56.42435244,12.18503401
SAFBN_01,SAFBN_01_004.04,SAFBN_01_004,-2.690687662,-7.575388073,-35.00402961,-22.28485432,6.703033272,-7.956068317,-3.491035258,23.23663822,7.639445834,4.05683628,12.082755,-4.276853254,-7.920824224,-40.56149376,-17.57039462,12.14705369,-8.14311741,-3.597359434,24.38093384,8.551808665,0.406245402,6.786854663,-6.957666654,-20.7529632,-31.96500256,-0.134046107,-3.135001056,-4.855138927,18.65793384,12.22461947,-8.805928761,14.85777129,-4.390472784,-5.744814157,-24.48072556,-20.8421873,2.739231941,-12.75103107,5.231813673,7.739881354,-2.438172932,2.592185622,5.995797115,-11.7599614,-7.489623591,-27.41673236,-14.11981131,-1.64922176,-11.69246043,10.75618958,2.059858547,-3.209065334,5.36765559,-1.677941764,-6.21345093,-7.895734927,-29.91357081,-8.399803038,-2.64661992,-14.19529618,14.13597133,1.257110966,-1.691866314,9.686260395,-2.268618808,-4.255796698,-8.268584719,-23.73087949,-1.957425094,-8.672183276,-1.34057598,15.04612327,-7.447808945,7.35669445,4.925146975,-10.81396808,6.078116233,-5.472725055,-28.79961502,-3.17445542,-1.277708842,-14.62505749,15.97457544,-5.284005281,-0.715631304,11.24407134,-4.202899221,2.770616374,-1521.433181,-1352.024798,-1016.419483,-430.0317092,211.1113876,255.3082403,300.4377419,188.7658927,93.6031354,109.0122067,45.74604839,-1529.420187,-1360.184804,-1020.997931,-422.6751846,231.5754677,248.8064296,268.6568749,110.5962938,20.14285988,53.91941822,-8.394679894,-1585.952862,-1393.595963,-953.4988587,-408.9601709,188.0644796,258.4304254,161.0114743,-8.830164063,-47.09154991,-96.10128383,-152.4562354,-1614.334837,-1381.789726,-993.905826,-503.935694,159.132376,202.3453121,69.1150459,-58.6432932,-77.576762,-159.4623525,-152.424789,-1608.322482,-1352.835012,-992.794194,-505.7940681,168.8168689,172.0501949,51.69425863,-23.38035382,-44.00837892,-110.2883682,-69.80411691,-1601.451124,-1332.854524,-980.9076457,-493.0120976,191.089514,182.1999127,49.64530422,-0.99823949,-27.01987395,-109.1757129,-59.61471388,-1514.36304,-1264.675053,-974.4750718,-472.0754228,158.7751874,98.26588432,30.55882799,41.9100479,11.65193558,3.301560221,69.4659889,-1516.100816,-1256.991059,-957.0283067,-491.6461603,164.1523213,152.1076508,50.05276695,44.55344975,42.59279365,-30.15293091,32.70383533,13.13405896
SAFBN_01,SAFBN_01_004.05,SAFBN_01_004,-1.243722094,-2.402316789,-24.51100148,-37.6528533,10.1490914,-1.025070108,-1.535796978,14.76858584,10.95515674,10.17034989,11.25931442,-4.401474032,-10.41569304,-30.70851291,-23.58779571,14.56450819,-6.28346147,-0.856395812,21.93454415,9.54031693,7.145983465,-4.952501954,-7.167478104,-20.71342349,-29.07471028,1.083305471,3.806426036,-9.987784319,20.66306721,14.11677057,-12.29609772,10.87176891,-4.118129698,-6.569936788,-26.09856724,-16.73971677,4.389002445,-11.22928768,0.57787056,8.882329764,-2.295166931,2.073299888,7.433369683,-9.786458754,-7.825614392,-30.39111836,-10.36983623,0.305755571,-9.743188966,7.820883199,3.809576635,-2.106187761,5.724536971,-1.869522141,-7.111812874,-7.949903437,-31.66042078,-3.910256808,-3.879867471,-13.3689987,11.38534377,-0.721010704,2.06221308,9.506500224,-2.648337572,-0.543190055,-8.267078608,-34.49705369,0.101355979,-4.393984625,-14.48421184,11.29077794,-3.34919653,1.509299181,12.02122067,-4.747169472,2.436780505,-3.904500369,-30.92906626,-4.751595382,7.333084076,-15.66286482,10.8475383,2.308074925,-6.578184619,9.238494284,1.037494609,-5.186052202,-1468.446698,-1282.420157,-962.9454362,-442.2513685,182.8864154,249.8471313,303.9566598,233.8611337,62.28603254,80.80848716,42.34991124,-1496.136616,-1325.541641,-985.7750862,-412.8085218,229.8264439,266.6169713,213.3950044,53.24574719,-97.05593499,-75.23139146,-138.1296861,-1537.577452,-1377.743686,-937.5997066,-396.5849584,172.3805689,219.6001786,121.09122,-35.81946636,-66.89665455,-79.15680475,-152.463451,-1602.369165,-1392.705074,-999.2969158,-508.3769716,153.4161088,197.3100763,60.67827142,-45.47138964,-52.93071266,-124.3060251,-138.0883753,-1587.434975,-1348.30257,-983.2114057,-495.7680056,174.9293506,171.0983834,27.51464119,-39.24199585,-55.87869725,-115.3425529,-89.6174238,-1589.582626,-1334.773194,-991.2759145,-487.4261199,192.6372197,180.830753,53.59072387,33.98428385,11.16272376,-62.4411699,-25.09915985,-1611.159818,-1353.881066,-1015.878322,-504.5177315,197.9559133,177.7007139,51.51152984,61.38055994,46.43746251,-25.78753616,13.94142175,-1466.592758,-1236.736833,-913.33547,-489.2363906,143.2584184,159.9849148,11.75239961,-31.33577528,-13.56609607,-98.25702505,-60.87275104,13.13405896
SAFBN_01,SAFBN_01_004.06,SAFBN_01_004,-2.095783538,-9.553832414,-35.72209459,-14.33757085,8.055461947,-10.4283747,-1.402585275,22.72539188,11.1098982,-0.969178202,4.758678988,-1.723441706,-13.18722469,-32.08742943,-10.51941573,3.670217886,-9.202210436,5.571227461,16.63926044,9.81417393,2.788015657,1.779535498,-4.191319573,-20.11247787,-32.57062153,5.792362548,-2.636246713,-7.916922944,22.06209402,7.248196298,-7.241388479,8.379372438,-4.912713355,-1.85861442,-26.77517701,-20.66116888,6.636417058,-14.01096496,1.55871171,12.0420267,-3.150570322,3.473894477,4.368562138,-10.46275851,-3.434965765,-27.45211423,-17.54737671,8.557327405,-9.960108774,7.378374638,9.274476666,-3.325032121,6.156931579,-0.820689817,-5.47085483,-4.538250322,-29.16721945,-11.99218245,3.210729389,-12.05221818,8.593801136,-0.003877901,0.652726265,7.920559886,-6.840550353,-1.936243681,-4.056884802,-32.75093242,-1.667945715,-1.496769657,-16.36645348,15.12825672,-6.161771014,-0.410871326,10.79052624,-8.561272518,4.430868734,-5.409151487,-28.64115297,-3.829253052,5.677743571,-13.97194501,12.06899886,2.178381727,-4.338055209,7.793239105,-2.548986115,-3.166717628,-1492.434056,-1340.429218,-1001.828331,-425.2484336,222.2086146,239.5024734,241.2909113,97.92552694,21.00198767,36.94736255,-36.22966286,-1509.93672,-1351.328542,-982.8546759,-434.1101792,212.264437,245.8241333,213.5195368,71.7471564,3.947879539,-5.202180472,-76.8236997,-1544.045259,-1375.432284,-932.4239537,-424.1709448,165.4378925,217.5651086,124.3474981,-46.36059528,-52.91167642,-90.90072796,-153.016694,-1602.09973,-1389.408614,-986.5561897,-506.7294192,152.5325415,203.4591636,64.25051357,-60.7005143,-59.36202283,-144.1612659,-154.660332,-1558.615736,-1331.074958,-955.1381046,-490.6837217,163.2135897,173.1084889,41.7027098,-62.1606411,-47.57699331,-111.5523442,-93.32453194,-1551.82941,-1316.904951,-978.9548941,-492.3644288,168.6547588,155.9772374,42.07439711,-13.18423398,-2.484244642,-62.95202007,-30.30567342,-1534.690354,-1274.9736,-972.6804737,-498.3572364,164.0472032,146.5105346,41.97658061,55.67575899,64.1320032,-7.687810095,57.16860541,-1468.307534,-1234.542447,-913.0934952,-480.5733399,144.1253805,135.3548731,5.093266801,-26.58327522,-11.38736955,-85.59544559,-40.40402966,12.92702948
