"","X","mean.1","sd.1","mean.2","sd.2","mean.3","sd.3","mean.4","sd.4","mean.5","sd.5","mean.6","sd.6","mean.7","sd.7","mean.8","sd.8","mean.9","sd.9","mean.10","sd.10","mean.11","sd.11","mean.12","sd.12","female.id.test","recording","loc"
"21","SAFB100_02_004.05",76.904761102584,4.68849880904935,-3.18637809093655,3.46828843860677,-13.7204733635658,6.98661048813283,-4.26502392629403,7.85659256551053,-3.99163664553985,8.99797184971679,-2.35886442443673,7.14163520169284,2.27875811540836,6.67933758359373,2.8740219271806,7.44797962630959,5.51799058616417,7.23695628803095,2.61816027092533,7.30002691195593,-0.238538096000918,6.63647818354523,-0.917143948628323,6.25463741155451,"SAFB100_02","SAFB100_02_004","SAFB100"
"22","SAFB100_02_004.06",77.0369425362419,5.38842998890445,-1.93390081749345,3.52795046268055,-12.6729860161393,8.06133257770512,-6.78371500551203,8.07927659409784,-5.03425490525886,9.39206107697227,-3.75607387237767,7.39942920979491,1.72718902571356,6.55891597284571,3.73607801589611,7.70954116320755,5.40176886800203,7.67278088603352,4.56930911956821,7.30501164837812,0.286847891607552,6.75338543855697,-1.53380165057011,6.21902365662737,"SAFB100_02","SAFB100_02_004","SAFB100"
"23","SAFB100_02_004.07",75.3114156286575,5.43888750653344,-2.68284644229317,3.58042455058422,-11.7855324325578,8.23147978205716,-5.41023814804265,7.65104250907898,-4.16885916595274,9.45181679763748,-3.80582595085001,7.74872903843946,0.3141574104044,6.50386362796357,2.96759005193528,7.09557317169433,3.59364957825754,7.48845638254939,3.32254105357733,7.62533216035875,1.69602613445895,7.16563721731984,-0.619935140351826,6.08906369249548,"SAFB100_02","SAFB100_02_004","SAFB100"
"24","SAFBA_01_037.01",82.2227223226015,5.6224142346263,-1.02139278059547,4.01829735090378,-9.74105767567555,7.72821164172067,-0.130506107100113,8.38409709839648,-5.28467408871605,7.53999933920882,-0.129722151632707,7.78138966251909,1.98102322179526,7.41063419612671,2.54197427325599,7.71607569542528,3.84824374481595,6.63260111732293,-0.428695709428752,7.94861573805127,-0.242585404546783,7.38321879574818,-2.28663138736122,6.92171062741664,"SAFBA_01","SAFBA_01_037","SAFBA"
"25","SAFBA_01_037.02",83.2875012142655,6.21573197304546,-1.44336245608116,4.95202447182174,-9.99554852023334,7.55092743607133,0.0324167160393955,9.28993902510485,-7.36028542099653,7.86024190668584,1.10828285724002,9.06108000760575,1.14599575827957,7.51369217642617,4.61272540221408,7.96981919956481,3.53256221326845,7.46725593181315,1.08613354746075,7.92927847517251,-0.800468082593179,7.47476912173678,-4.54050716393988,6.36831362051002,"SAFBA_01","SAFBA_01_037","SAFBA"
"26","SAFBA_01_037.03",82.4368727507435,5.67289605525456,-0.881248779276702,4.54615390610381,-9.14325905786709,7.32400566163214,-0.496119527379126,9.05339603014027,-6.50993268889552,8.4539295742946,-0.230857652791724,8.26166131631559,0.176653893770429,7.10154710673242,4.35735313811488,8.19458912123428,4.54649976581101,7.08365201634559,1.18746446351117,8.16489903491515,-0.0841653050283055,7.56321169720262,-3.25140527310998,6.63143428089287,"SAFBA_01","SAFBA_01_037","SAFBA"
"27","SAFBA_01_037.04",83.3905987357531,5.48157097373845,-0.66794787759594,4.26742434004486,-10.9203333281734,7.57778747841761,-1.02639782498743,8.89930949483542,-5.55816264702615,8.45353761348494,-0.218026196537128,9.05909454482881,1.99907598756572,6.66362554079795,3.84337522982805,7.69805886837669,3.87168515961501,7.3738721788515,0.764556666115532,8.72564793541837,-0.197210672338402,7.11541700899435,-3.2131450544447,6.78668894493401,"SAFBA_01","SAFBA_01_037","SAFBA"
"28","SAFBA_01_037.05",82.860638569681,6.15956998253642,-1.25959147694915,4.45025453127524,-9.9823242864094,7.28097461177896,-0.0147543982411306,9.2323660066899,-6.15389986840459,7.94214161204474,0.197168347810563,8.1616335000728,1.47752341952778,7.27275796722782,4.42203412189859,7.95073168405885,4.12538545288952,6.95533692078666,0.772919966065378,8.03021191179553,-1.04842641701464,7.41321537580847,-3.55800246764837,6.9912485881256,"SAFBA_01","SAFBA_01_037","SAFBA"
"29","SAFBA_01_037.06",81.4739824946996,4.70942301526189,-0.92454376061091,3.88840893422977,-9.09961424462865,5.92311785945838,-0.122299542686703,7.96365978451763,-5.52814100228993,7.43098304506119,0.48740584764925,8.030620788882,2.78386310242696,6.30668265663364,2.64327818635519,7.83743198264014,3.75317287924115,7.13220061807577,0.48357954976847,7.78456258261205,-1.68824575892722,7.32893935784739,-2.31194062070637,6.42371125226114,"SAFBA_01","SAFBA_01_037","SAFBA"
"30","SAFBA_01_037.07",81.4158156487781,5.40206689203136,-0.803251412575267,3.91839894257074,-8.91335344771648,6.89034047768227,-0.169975195383276,7.90456676910086,-5.62131298699154,7.45499061590446,-0.71231798428025,8.60782571943879,1.50230408686812,7.00882846897092,3.01973813273745,7.58047859962875,4.10688651971303,6.65640985954335,1.10556263026175,7.99381501511114,-0.0649367728079692,7.29038066361968,-2.89183102382552,6.18338548945278,"SAFBA_01","SAFBA_01_037","SAFBA"
"31","SAFBA_01_037.08",81.7848548343671,5.74956141373884,-0.403811058920561,4.54562401631408,-9.02913119691208,7.28260717114798,-1.38878178148379,8.41789135209576,-5.68460477075112,8.08585023720402,-0.463405603934033,8.56163494475119,1.21202427318507,6.64413932998887,4.56455693667376,7.73588511958459,4.35091788408074,7.81567761359072,0.530904496208567,7.61048402402505,-0.302677245012696,6.87158038236364,-3.73525091558296,6.76077104157883,"SAFBA_01","SAFBA_01_037","SAFBA"
"32","SAFBA_01_037.09",81.5295377899605,4.64113357691935,-0.605241082931396,3.89886013580171,-8.40441276448342,5.92090630527562,-0.0537034919474089,8.25981375650694,-6.00279354511061,7.58927692133821,-1.33048800509362,7.78929953349888,1.2183047186448,6.77595455514433,2.78904195869181,7.82576495717195,4.15213521339513,6.868106579851,1.4366236099496,7.71727881479668,-0.55619143667602,6.78012310856679,-2.95103859991205,6.29064092777667,"SAFBA_01","SAFBA_01_037","SAFBA"
"33","SAFBA_01_037.10",81.2920336213854,5.85368755388131,-0.410404892960922,4.14070329827533,-9.5193330037783,7.08101115379136,-0.177761170002291,8.52022561477826,-5.66731001838395,7.69683922310927,-0.914803835632218,7.83202295603579,2.27568510631713,6.85397778414662,3.6069389299559,7.69991163724767,3.46956058578947,7.30675061380359,0.130510858472505,7.96972051746557,-0.628338701905741,7.15200455436076,-3.02988885702511,6.89218965261556,"SAFBA_01","SAFBA_01_037","SAFBA"
"34","SAFBA_01_037.11",82.1556274098515,5.42518036400512,-0.997042952685329,4.25693251637691,-9.81159428880047,6.91565451928281,-0.0133774623603921,8.80098115015839,-5.98170957629826,7.56799175596517,0.201009338098604,8.08872438918245,2.14104384400989,6.64377193336957,3.70853071493216,7.98248422177202,3.43150522213839,7.17597974520743,0.371193932081642,7.34867817968156,-1.9819262787206,7.17441061477015,-2.54604162545147,6.51227005087035,"SAFBA_01","SAFBA_01_037","SAFBA"
"35","SAFBA_01_037.12",82.9769154987542,5.80848279138852,-0.794425513904163,4.56570072742321,-9.91752922211449,7.4261191982207,-0.00804305128283102,8.92955445877825,-6.06081641212034,8.04932587008282,0.666574500612223,8.18327142034718,1.43689574872527,8.05993951561791,4.86336973678621,8.12931863000413,3.35180989903174,6.79332093586069,-0.269124155009613,8.04701267660717,-1.30452193100663,7.14985029717514,-3.83790557296349,6.4882354871819,"SAFBA_01","SAFBA_01_037","SAFBA"
"36","SAFBA_01_037.13",82.3314278183928,5.9383433343679,-1.3763054488117,4.27465159272158,-9.99248797211544,7.38926116034727,-0.2085124313416,9.39671916144305,-5.36443637800248,7.67784893788799,1.27658618067536,7.49586511910926,1.82377445402156,6.49161552365453,3.17816211192398,7.63663751546837,3.30522194122711,6.7090762307601,-0.947911072321947,7.05998779860712,-1.58604712902863,6.72943724282815,-4.22053600877327,6.02705262401779,"SAFBA_01","SAFBA_01_037","SAFBA"
"37","SAFBA_01_037.14",81.173598527111,5.43723867484441,-0.524586487271216,3.98819944016991,-8.66318136818007,6.98271065148173,-1.11574500819135,8.98332461330365,-5.98777148481879,7.45941773782507,-0.21224178386027,7.44216083961537,1.16990973390677,6.86552905829221,4.12614705365639,7.26768206854676,4.17483964746958,6.91461399380802,-1.18491865891865,7.48258998348715,-0.173757751541501,6.94152123006015,-2.35321261081063,6.33725517913279,"SAFBA_01","SAFBA_01_037","SAFBA"
"38","SAFBA_01_037.15",80.5860895149714,5.25081944877528,-0.637414637736802,3.86141155012445,-8.931488600797,6.91537411114451,-0.464643007100325,8.03873295162205,-3.86343240048377,7.0396989735793,0.582562927887087,7.54801348602221,0.42540283274603,6.4385616156546,2.53720446501744,6.64435584485399,1.86180293436985,6.63905953445903,-0.421297182924772,7.25055012500579,0.441172132653564,6.9722206666322,-3.00339655321688,6.17758629589472,"SAFBA_01","SAFBA_01_037","SAFBA"
"39","SAFBA_01_037.16",80.1666160924223,4.92728038588764,-0.567421886560239,3.76406078564313,-8.4257442693304,6.64817948210535,-0.6286979049566,7.43720173104997,-4.62407278661334,6.79524156479891,0.95588935687472,7.32784707502826,0.378387076142962,6.63518180463708,2.25827772781071,6.74380808688099,2.9279546765712,6.4864663681479,-0.360543202921941,7.38315154702854,-0.683593584429268,7.04745459862836,-2.9636964011024,5.96547333268648,"SAFBA_01","SAFBA_01_037","SAFBA"
"40","SAFBA_01_037.17",80.8305672510456,5.19255074127185,0.0219790072821183,3.98434452848424,-8.80620357809687,7.00189048390075,-1.69414153596639,7.95532258166659,-6.21233119040418,7.42084207979697,0.833803497393063,8.44990706449298,1.25099840349558,7.16094895206958,4.19383781750738,7.52073880845384,3.73335413885314,7.24508501694789,-0.523603738262778,7.98621423100178,-0.671732556726212,7.06232384477749,-3.15543311495406,6.7567143082782,"SAFBA_01","SAFBA_01_037","SAFBA"
"41","SAFBA_01_037.18",80.3414082647475,4.34818104520768,-0.55373224418344,3.90547968139901,-8.89181059171052,5.86081249022207,-0.485800211081902,8.62514582582919,-5.87150999157934,6.80914983111681,0.618187568282539,7.51212541990512,1.24669947867521,6.50246250797108,2.38367255525355,7.73111607665749,3.40425795133435,6.56755287513028,0.115584127577317,7.81839973786682,-0.000676608641293517,7.09873551188452,-4.65435475045089,6.91251788273928,"SAFBA_01","SAFBA_01_037","SAFBA"
"42","SAFBA_01_037.19",80.915214297711,5.42353488784174,-0.426806822865132,4.23298408188432,-8.76068799015707,6.75787433020336,-2.06388565637685,8.71740878550418,-5.57955863629513,7.37330363036819,2.00275400447402,7.55314871317043,1.2319132640936,6.72747392571707,2.78718699759405,7.82745443647047,3.03191622847097,7.01047616314616,-1.02760611094687,7.48548283701764,-0.511779926089438,7.01048679148596,-3.75229569832898,6.28366083456352,"SAFBA_01","SAFBA_01_037","SAFBA"
"43","SAFBA_01_037.20",80.8576771225279,4.51719318959575,-0.472227850462005,3.75118359033154,-9.00776096145983,5.97569965698164,-0.96961912118272,8.08056642869875,-4.87237189161064,6.90875122699224,2.19785833345927,7.90307878286423,0.432762344877461,6.57626125769845,2.22901096376186,6.89159191072984,2.28645363166664,6.72002640056324,-1.1241986572012,7.28535934041462,0.778659752200461,6.90201915968332,-3.04338129110709,6.23445251319246,"SAFBA_01","SAFBA_01_037","SAFBA"
"44","SAFBA_01_037.21",81.479312060776,4.2731969675585,-0.219853453357777,3.53140147477219,-8.5149305895338,7.14574287493606,-2.77778952595891,7.91285653775082,-4.61561706612285,7.78257780342836,0.154394711828269,8.03711381439986,0.728990984879957,6.6700605250045,2.91616125558997,7.49651038146329,2.88573655555712,7.49059839952564,0.477518953233748,7.64839516843868,-0.036931560983303,7.2558481315422,-2.40364349797793,6.3947681336252,"SAFBA_01","SAFBA_01_037","SAFBA"
"45","SAFBA_01_037.22",80.3844016975323,4.9912182394285,-0.146964137532831,3.84817962462946,-8.19303698043225,6.37514053837718,-0.85781437018411,8.12664834959037,-5.83995157945879,6.79146175068097,0.268590745415077,7.58043531536491,1.22686174846727,6.57713091819676,3.05566749228218,7.59464216538479,3.88685524543666,7.18909019838795,0.388340791572277,6.90443757411223,-0.641005182282574,7.11643808874428,-3.73911283502426,6.2013031786284,"SAFBA_01","SAFBA_01_037","SAFBA"
"46","SAFBA_01_037.23",80.7962953602467,5.26514155415076,-0.694440806993657,3.74110575897151,-8.20381104983258,6.6152262130275,-2.28808965662407,8.0263827478325,-4.38895397449218,7.66486277301136,1.29443161773329,7.53837773529349,-0.0715364761256039,5.99613831298151,3.54135509568022,7.6630214839291,2.89411945372603,6.35901244652423,-0.0693024281815109,6.97613795651772,0.162502713458809,6.83862371142651,-3.94767063660918,6.4098119775221,"SAFBA_01","SAFBA_01_037","SAFBA"
"47","SAFBA_01_037.24",81.9562204715635,5.62239695629194,0.032052372804689,4.33227319814698,-9.63275733061332,7.24277457185727,-1.72649972801101,9.24287600101867,-6.28381886942388,8.52419574674331,0.493123943538511,8.65482792124074,2.17948485337075,7.17506142324453,2.86895914483551,8.12762819377293,3.29024560985316,7.36886428004828,0.276290717864552,7.68531641842041,0.0883277209664057,7.53754034388544,-3.30457766438619,6.7719325363517,"SAFBA_01","SAFBA_01_037","SAFBA"
"48","SAFBB_01_081_01.13.2015_.03.",71.606993322906,4.87021339162499,-2.33844831440757,2.78444449590645,-8.11720176642227,7.5064400647903,-0.334424703840732,7.43064991205602,-2.61552053979449,6.82377113788297,-3.26423966162958,5.61382650287654,2.38392505502886,5.88234378312617,-0.572987997037962,6.80674433968505,0.857814450591838,6.37859303296562,2.04388071746468,6.03244509439079,-0.852976100801527,5.68889671300923,-0.238966750237717,6.03330020124807,"SAFBB_01","SAFBB_01_081_01","SAFBB"
"49","SAFBB_01_087_01.13.2015_.01.",66.5976880575909,3.85821547742107,-3.94894786801316,3.57016287835314,-9.15972277009439,5.94697324420749,-2.82607906085043,8.34310294513028,-6.04269862218494,7.19951635046674,-4.94745074477511,6.00956407356033,4.00315079775694,6.33394082679287,2.0601972085639,8.1144743143509,3.71498171233045,7.32659204454024,1.6747334769013,6.87157981613443,-2.03746913054585,6.38757155561572,-1.00393117287617,6.67667881270609,"SAFBB_01","SAFBB_01_087_01","SAFBB"
"50","SAFBB_01_087_01.13.2015_.02.",67.0473249494314,5.13183127781138,-4.02915309848607,3.63949307103871,-9.44447830862337,7.33033307106633,-2.46274143251881,8.55584964682033,-5.22404801948321,7.17044320993454,-4.29467969212372,6.09633380486217,4.76359961392599,6.62855166446615,0.983665340012643,7.73154242485847,2.14039745230701,7.29389685992962,2.21041715358438,6.81939842362286,-2.69742472921752,6.4914585947646,-0.450378911319661,6.70201828871754,"SAFBB_01","SAFBB_01_087_01","SAFBB"
"51","SAFBB_01_087_01.13.2015_.03.",67.0118366281773,3.59432780170928,-3.91552093416411,3.41842438693489,-9.55038060570209,6.22481271978278,-2.6492120960436,8.44499015086642,-5.67646526350161,6.88455045801279,-4.61129268931232,5.56647717281598,3.26113542048236,6.1582650108768,1.44301058618369,7.9115992261279,3.40845355314869,6.39630641625514,2.40907708095712,6.78481471693032,-1.99768102257969,6.50279452276735,-0.529369446764989,6.20483402540537,"SAFBB_01","SAFBB_01_087_01","SAFBB"
"52","SAFBB_01_087_01.13.2015_.04.",67.0706248728103,3.19988433258431,-3.40379095929697,3.62718357210247,-9.68953801102027,5.16403329920304,-4.22055573576776,7.91968797606265,-7.40056490850027,6.41026763561722,-3.31753522580554,5.99752332467761,5.14901210055473,5.36616691998574,2.24751938170437,7.39169665068356,3.2428626922531,6.60190755795004,0.833783193673624,6.57242635027674,-1.27494401687214,6.29132750324436,-0.879311191823338,6.45265777522325,"SAFBB_01","SAFBB_01_087_01","SAFBB"
"53","SAFBC_01_134.01",82.993351544493,10.0542068640211,-2.28825259059872,4.05472542785232,-15.7198825446091,12.9054961173768,-4.26107705042788,11.6718324143097,-4.59454272666899,12.3367742393803,-5.8469011101413,6.47833279204387,2.45190796596047,9.63412068299496,4.29008240648728,10.0595201858596,3.93367127161897,8.3126571132972,6.43895248947789,7.54310027752881,1.00824100516437,8.78903807432191,-2.71943350527156,6.6867557961799,"SAFBC_01","SAFBC_01_134","SAFBC"
"54","SAFBC_01_134.02",84.4220439072134,10.9508276668156,-2.89748066631981,3.69003577973369,-17.4508824477882,12.2934577354636,-2.93159427037767,11.5803476003169,-3.29234659071264,11.0300212285956,-3.80212650700393,6.72541494423418,4.46160856194141,9.55181522822232,4.4262541926282,9.66994323318533,3.54788595427491,6.91063033743741,4.03348775121458,7.53841466802485,-1.63330352641328,7.65062330779729,-2.8679994485853,6.39067555237514,"SAFBC_01","SAFBC_01_134","SAFBC"
"55","SAFBC_01_134.03",88.0701810903872,9.48908145561901,-1.02039859259976,4.67669361424132,-17.7783038714125,12.732095641995,-5.26672263840639,11.4681358010041,-4.90445317893311,12.1933102899658,-6.40669944723411,6.75005171806938,4.26073556232822,9.30941377527055,6.01397601524728,10.0263932214228,4.78552167392391,8.43840062880646,5.89093760068568,7.61355592594797,-0.543719609335751,7.90236820806583,-3.10671217262667,7.26437858666416,"SAFBC_01","SAFBC_01_134","SAFBC"
"56","SAFBN_01_004.01",84.2649402310332,8.03730538466441,-6.26972688692853,7.35033817165231,-16.4453656300466,8.84115326223359,-2.28947257299814,15.094017914451,-7.1651829694657,9.28929234122734,4.23244239153738,10.5142398883857,2.74426677751396,9.5572938457395,4.86812658735412,10.4029845037964,3.57076326153783,7.03569618212799,-2.19096811082678,9.10032928176541,0.478933921909256,9.34104040886231,-4.54801079660719,6.54421832950419,"SAFBN_01","SAFBN_01_004","SAFBN"
